# Upstream Sketcher commits since merge base a662fbb2ff, upstream/main bd6be559e8 (2026-09-12).
# kind: subject-regex guess (fix/feature/refactor/noise/?). fwd/rev: git apply --check against SketcherPort at creation.
# status: have(rev)=reverse-applies, have(sync)=predates the per-file baseline of ca04ac80a1, partial(sync), open. n/a(uncompiled)=touches only sources the fork does not compile.
# decision: filled in as picks land -- taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	fwd	rev	status	lines	decision	subject	files
a95d782ab0	2025-06-07	tetektoza	feature	0	0	open	1113		Sketcher: Refactor access to OVPs to not repeat array access everytime	Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerBSpline.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerOffset.h Gui/DrawSketchHandlerPoint.h Gui/DrawSketchHandlerPolygon.h Gui/DrawSketchHandlerRotate.h Gu
60a86b05c4	2025-06-12	tetektoza	fix	0	0	open	30		Sketcher: Fix OOB access to OVPs	Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h
2c532ed924	2025-06-12	tetektoza	fix	0	0	open	26		Sketcher: Fix OVP accepting input prematurely in Position and Dimensions	Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerBSpline.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerPolygon.h Gui/DrawSketchHandlerRectangle.h Gui/DrawSketchHandlerRotate.h Gui/DrawSketchHandlerSlot.h 
6eecd08f7c	2025-06-11	Syres916	?	0	0	open	41		[Gui] C++ preparation for deprecation of QCheckBox...	Gui/Command.cpp Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherElements.cpp Gui/TaskSketcherSolverAdvanced.cpp
f03900b58d	2025-06-12	pre-commit-ci[bot]	noise	0	0	open	4		[pre-commit.ci] auto fixes from pre-commit.com hooks	Gui/TaskSketcherSolverAdvanced.cpp
9ecb62c8f6	2025-06-14	theo-vt	fix	0	0	open	30		Sketcher: Fix autoscale issue with the origin (#21952)	Gui/DrawSketchHandlerScale.h Gui/Utils.h
5388c32f10	2025-06-15	Chris Hennes	refactor	0	0	open	6		Tests: Refactor tests with better names, etc.	tests/App/CMakeLists.txt tests/CMakeLists.txt
1421ff7094	2025-06-09	Max Wilfinger	?	0	0	n/a(uncompiled)	5		Sketcher: ShowDimensionalName by default	Gui/EditModeCoinManager.cpp Gui/SketcherSettingsDisplay.ui
2161725848	2025-06-12	paddle	?	0	0	open	8		Part: FaceMakerRing from RealThunder's branch.	App/SketchObject.cpp
94d39087d3	2025-06-16	George Peden	feature	0	0	open	132		Sketcher: Add contextual input hints to edit tools (InputHints Phase 3) (#21806)	Gui/DrawSketchHandlerCarbonCopy.h Gui/DrawSketchHandlerExtend.h Gui/DrawSketchHandlerExternal.h Gui/DrawSketchHandlerFillet.h Gui/DrawSketchHandlerSplitting.h Gui/DrawSketchHandlerTrimming.h
01d9e6efa3	2025-06-12	Benjamin Nauck	refactor	1	0	open	37	taken 88c9baa853	Sketcher: Refactor GeoDef and ConstrDef structs	App/Sketch.h
02716069c2	2025-06-13	tetektoza	?	0	0	n/a(uncompiled)	12		Sketcher: Prioritize rendering geometry lines rendering over constraints	Gui/EditModeCoinManagerParameters.h Gui/EditModeConstraintCoinManager.cpp
a265fb8817	2025-06-16	tetektoza	?	0	0	n/a(uncompiled)	5		Sketcher: Remove redundant comment regarding old SoAnnotation node	Gui/EditModeConstraintCoinManager.cpp
ac51f11660	2025-06-15	Chris Hennes	refactor	0	0	open	7		Sketcher: Remove dead code	App/SketchObject.cpp
484904e9e1	2025-06-15	Chris Hennes	?	0	0	open	6		Sketcher: Remove redundant checks	App/SketchObject.cpp
ef0b259097	2025-06-11	tetektoza	feature	0	0	open	62		Sketcher: Change enter behavior on OVP to put OVP in lock state only	Gui/DrawSketchController.h Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerBSpline.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerPoint.h Gui/DrawSketchHandlerPolygon.h Gui/DrawSketchHandlerRectangle.h Gu
bcbf8d88a9	2025-06-16	tetektoza	feature	0	0	open	20		Sketcher: Adjust P&D mode to new enter behavior	Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerPolygon.h Gui/DrawSketchHandlerRectangle.h Gui/DrawSketchHandlerRotate.h Gui/DrawSketchHandlerSlot.h Gui/DrawSketchHandlerTranslate.
78a754e620	2025-06-16	tetektoza	feature	0	0	open	30		Sketcher: Force cycling back to first labels on OVP if they are not set	Gui/DrawSketchController.h
9912c029dc	2025-06-16	tetektoza	feature	0	0	open	11		Sketcher: Add QLabel header for newly added locked icon	Gui/DrawSketchController.h
71eed18cb1	2025-06-23	matthiasdanner	fix	0	0	open	152		Sketcher: 3 Point Symmetry fixed if root is selected first (and simplify and fix the selection logic) (#21612)	Gui/CommandConstraints.cpp
8c2eb14efe	2025-06-23	Florian Foinant-Willig	refactor	0	0	open	995	taken 88c9baa853	Sketcher: refactor planecgs/Constraints (#21988)	App/planegcs/Constraints.cpp App/planegcs/Constraints.h
f6f75a6a0d	2025-06-16	Florian Foinant-Willig	fix	1	0	open	25	partial 88c9baa853: Gui/CommandConstraints.cpp SketcherTests/TestSketcherSolver.py	Sketcher: Fix circle-line negative distance	App/planegcs/Constraints.cpp Gui/CommandConstraints.cpp SketcherTests/TestSketcherSolver.py
732501d89d	2025-06-17	Karliss	feature	0	0	open	35		Sketcher: Implement related constraint command for non edges	Gui/CommandSketcherTools.cpp
c76f068f91	2025-06-23	George Peden	feature	0	0	open	142		Sketcher: Add contextual input hints to transform tools (InputHints Phase 4) (#21840)	Gui/DrawSketchHandlerOffset.h Gui/DrawSketchHandlerRotate.h Gui/DrawSketchHandlerScale.h Gui/DrawSketchHandlerSymmetry.h Gui/DrawSketchHandlerTranslate.h
580d538798	2025-06-23	George Peden	feature	0	0	open	224		Sketcher: Add contextual input hints to constraint commands (InputHints Phase 2) (#21751)	Gui/CommandConstraints.cpp Gui/DrawSketchHandler.h
df08c0ce8d	2025-06-18	Karliss	fix	0	0	open	2		Sketcher: fix Esc can leave setting synchronization	Gui/ViewProviderSketch.cpp
cf082f7642	2025-07-01	Max Wilfinger	?	0	0	open	1166	partial 88c9baa853: App/AppSketcher.cpp App/SketchObject.cpp Gui/AppSketcherGui.cpp Gui/Command.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandCreateGeo.cpp Gui/CommandSketcherBSpline.cpp Gui/CommandSketcherOverlay.cpp Gui/CommandSketcherTools.cpp Gui/CommandSketcherVirtualSpace.c	Sketcher: Update UI strings for consistency (#22167)	App/AppSketcher.cpp App/Sketch.cpp App/SketchObject.cpp Gui/AppSketcherGui.cpp Gui/Command.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandCreateGeo.cpp Gui/CommandSketcherBSpline.cpp Gui/CommandSketcherOverlay.cpp Gui/CommandSketcherTools.cpp Gui/CommandSketcherVirtualSpace.c
f72397ce19	2025-07-04	Luz Paz	noise	0	0	open	2		Fix various typos Found via codespell	Gui/CommandCreateGeo.cpp
4b84834112	2025-07-06	theo-vt	?	0	0	open	18		Sketcher: Autoscale: do not scale dimension's position if it is a radius or diameter (#22308)	Gui/EditDatumDialog.cpp
3e32ea5dd4	2025-07-07	Max Wilfinger	?	0	0	open	52		Sketcher: Update missed UI strings (#22363)	Gui/CommandSketcherOverlay.cpp Gui/CommandSketcherTools.cpp Gui/Workbench.cpp
0e8a7b6319	2025-07-07	FEA-eng	feature	0	0	open	21		Sketcher: Add tooltip for autoscale feature (#22252)	Gui/SketcherSettings.ui
1881686e72	2025-07-09	Fermin Olaiz	fix	0	0	open	7	n/a: no ExternalTypes property	Fix crash on out-of-bound vector access (#22397)	App/SketchObject.cpp
c8bddd2f2b	2025-07-14	theo-vt	feature	0	0	open	126		Sketcher: assign the old geometries' GeometryId[s] to new geometries after scaling (#22263)	App/SketchObject.cpp App/SketchObject.h App/SketchObject.pyi App/SketchObjectPyImp.cpp Gui/DrawSketchHandlerScale.h
0ecdb8b00e	2025-07-14	Florian Foinant-Willig	refactor	0	0	open	403	taken 88c9baa853	Sketcher: clean planegcs/Geo (#22378)	App/planegcs/Geo.cpp App/planegcs/Geo.h
562d646082	2025-07-14	PaddleStroke	feature	0	0	open	100		Sketcher: add ConstraintLineByAngle helper. (#22273)	Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerRectangle.h Gui/Utils.cpp Gui/Utils.h
9cd3b31067	2025-07-17	matthiasdanner	fix	0	0	open	199		Sketcher: Fix Constraint Filter Handling (#22072)	Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherConstraints.h
c968effe26	2025-07-18	Florian Foinant-Willig	?	0	0	open	32	taken 88c9baa853 (test 66ca11b76d)	Sketcher: manage legacy negative circle-line distance (#22203)	App/planegcs/Constraints.cpp SketcherTests/TestSketcherSolver.py
b0dcce6c66	2025-07-18	theo-vt	?	0	0	open	29		Sketcher: Only autoscale if the datum being edited is the scale defining datum (#22419)	App/SketchObject.cpp App/SketchObject.h Gui/EditDatumDialog.cpp
018ac7b9dd	2025-07-19	Ajinkya Dahale	?	0	0	open	10	taken d8d462426e	Sketcher: Skip checks in `deriveConstraintsForPieces` when risky	App/SketchObject.cpp
114d3dcd87	2025-07-19	Ajinkya Dahale	?	0	0	open	8	taken d8d462426e	Sketcher: Improve constraint transfer in `SketchObject::trim()`	App/SketchObject.cpp
b2453caaea	2025-06-28	Kacper Donat	fix	0	0	open	119		Sketcher: Use generic tool hints table for DrawSketchHandlerArc	Gui/DrawSketchHandlerArc.h
20876d7b35	2025-06-28	Kacper Donat	fix	0	0	open	65		Sketcher: Use generic tool hints table for DrawSketchHandlerArcOfEllipse	Gui/DrawSketchHandlerArcOfEllipse.h
d1a25c98bc	2025-06-28	Kacper Donat	fix	0	0	open	74		Sketcher: Use generic tool hints table for DrawSketchHandlerArcOfHyperbola	Gui/DrawSketchHandlerArcOfHyperbola.h
f0c6cd7a0f	2025-06-28	Kacper Donat	fix	0	0	open	65		Sketcher: Use generic tool hints table for DrawSketchHandlerArcOfParabola	Gui/DrawSketchHandlerArcOfParabola.h
e86a43c183	2025-06-28	Kacper Donat	fix	0	0	open	65		Sketcher: Use generic tool hints table for DrawSketchHandlerArcSlot	Gui/DrawSketchHandlerArcSlot.h
5c1d097161	2025-06-28	Kacper Donat	fix	0	0	open	108		Sketcher: Use generic tool hints table for DrawSketchHandlerBSpline	Gui/DrawSketchHandlerBSpline.h
edf0d488e4	2025-06-28	Kacper Donat	fix	0	0	open	104		Sketcher: Use generic tool hints table for DrawSketchHandlerCircle	Gui/DrawSketchHandlerCircle.h
2ab975cfd5	2025-06-28	Kacper Donat	fix	0	0	open	104		Sketcher: Use generic tool hints table for DrawSketchHandlerEllipse	Gui/DrawSketchHandlerEllipse.h
ed617cdf74	2025-06-28	Kacper Donat	fix	0	0	open	54		Sketcher: Use generic tool hints table for DrawSketchHandlerExtend	Gui/DrawSketchHandlerExtend.h
9a9613d88c	2025-06-28	Kacper Donat	fix	0	0	open	53		Sketcher: Use generic tool hints table for DrawSketchHandlerFillet	Gui/DrawSketchHandlerFillet.h
23bd9e86fd	2025-06-28	Kacper Donat	fix	0	0	open	125		Sketcher: Use generic tool hints table for DrawSketchHandlerLine	Gui/DrawSketchHandlerLine.h
7d7fc0c021	2025-06-28	Kacper Donat	fix	0	0	open	56		Sketcher: Use generic tool hints table for DrawSketchHandlerLineSet	Gui/DrawSketchHandlerLineSet.h
49fbffa200	2025-06-28	Kacper Donat	fix	0	0	open	59		Sketcher: Use generic tool hints table for DrawSketchHandlerPolygon	Gui/DrawSketchHandlerPolygon.h
6b22c79be2	2025-06-28	Kacper Donat	fix	0	0	open	225		Sketcher: Use generic tool hints table for DrawSketchHandlerRectangle	Gui/DrawSketchHandlerRectangle.h
276a44c1e3	2025-06-28	Kacper Donat	fix	0	0	open	68		Sketcher: Use generic tool hints table for DrawSketchHandlerRotate	Gui/DrawSketchHandlerRotate.h
05eb702f87	2025-06-28	Kacper Donat	fix	0	0	open	53		Sketcher: Use generic tool hints table for DrawSketchHandlerScale	Gui/DrawSketchHandlerScale.h
6564ad5c6e	2025-06-28	Kacper Donat	fix	0	0	open	56		Sketcher: Use generic tool hints table for DrawSketchHandlerSlot	Gui/DrawSketchHandlerSlot.h
91de480bc8	2025-06-28	Kacper Donat	noise	0	0	open	52		Sketcher: Use generic tool hints table for DrawSketchHandlerTranslate	Gui/DrawSketchHandlerTranslate.h
ed14e6b24f	2025-06-28	Kacper Donat	fix	0	0	open	59		Sketcher: Use generic tool hints table for DrawSketchHandlerBSpline	Gui/DrawSketchHandlerBSpline.h
4ac445afe7	2025-06-28	Kacper Donat	fix	0	0	open	360		Sketcher: Declare tr function for DrawSketchHandler	Gui/DrawSketchHandler.h Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/DrawSketchHandlerArcOfParabola.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerBSpline.h Gui/DrawSketchHandlerCarbonCopy.h Gui/DrawSketchHandlerCircle.h Gui/DrawSket
4bdaa0180a	2025-07-20	PaddleStroke	fix	0	0	open	82		Sketcher: Fix random gray icon (#22502)	Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
f38485ada2	2025-07-20	matthiasdanner	feature	0	0	n/a(uncompiled)	24		Sketcher: Add second arc helper on diameter constraint (#22579)	Gui/EditModeConstraintCoinManager.cpp Gui/EditModeConstraintCoinManager.h
aa785f78d6	2025-07-20	PaddleStroke	refactor	0	0	open	67		Sketcher: Dimension: Offset the label when moving mouse (#22387)	Gui/CommandConstraints.cpp Gui/DrawSketchHandler.cpp Gui/DrawSketchHandler.h Gui/Utils.h Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
402d533bff	2025-07-10	wmayer	fix	0	0	n/a(uncompiled)	31		Sketcher: fix for issue 12925	Gui/EditModeCoinManagerParameters.h Gui/EditModeGeometryCoinManager.cpp
6eff3ed949	2025-06-20	Benjamin Nauck	?	0	0	open	46	taken 88c9baa853	Sketcher: Initialize constraint members in class declaration	App/Constraint.cpp App/Constraint.h
ac07a56b75	2025-06-20	Benjamin Nauck	feature	0	0	open	319	partial 88c9baa853: App/PreCompiled.h	Sketcher: Add support for more than 3 points	App/Constraint.cpp App/Constraint.h App/PreCompiled.h
7150ae1dc9	2025-06-21	Benjamin Nauck	feature	0	0	open	572		Sketcher: Add tests for ensuring accessing works for both old and new api	tests/App/CMakeLists.txt tests/App/Constraint.cpp
f1c200b204	2025-07-21	Chris Hennes	fix	0	0	n/a(uncompiled)	4		Sketcher: Fix multiplication result converted to larger type	Gui/EditModeGeometryCoinConverter.cpp
25f1d28468	2025-07-23	Chris Hennes	fix	0	0	open	51		Tests: Ensure tests use a fixture that inits app	tests/App/Constraint.cpp
e828c5da4d	2025-07-24	Syres916	fix	1	0	open	1		[Sketcher] Ensure All Reference Constraints are Read Only in the Property Editor	Gui/PropertyConstraintListItem.cpp
f3e1e6cec0	2025-07-25	matthiasdanner	?	0	0	open	34		Sketcher: Display arc angle and length constraints beyond center point (#22651)	Gui/CommandConstraints.cpp Gui/ViewProviderSketch.cpp
ab91372e28	2025-07-25	Chris Hennes	?	0	0	open	36		"Sketcher: Resolve ""Type confusion"" CodeQL critical warning"	App/SketchObject.cpp
403056fa20	2025-07-25	Chris Hennes	?	0	0	open	98		"Sketcher: Resolve ""Declaration hides variable"""	App/SketchObject.cpp App/SketchObject.h
3679a2adca	2025-07-25	Chris Hennes	?	0	0	open	197	n/a: extracts processFace from upstream rebuildExternalGeometry; the fork has its own importFace lambda	"Sketcher: Extract ""processFace"" function"	App/SketchObject.cpp
9efd70ffa4	2025-07-25	Luz Paz	noise	0	0	open	2		Fix various source comment typos Found via codespell	SketcherTests/TestSketcherSolver.py
cdf0097dec	2025-07-24	Chris Hennes	fix	1	0	open	2	taken 88c9baa853	Sketcher: Fix increment of parabola constraint tag	App/Sketch.cpp
29da89febd	2025-07-25	Chris Hennes	refactor	0	0	open	54		Sketcher: Clean up some old commented out code	App/SketchObject.cpp App/SketchObject.h
2da7c9ff17	2025-07-27	theo-vt	?	0	0	open	75		Sketcher: Change the style of the curves in creation to match the construction/defining flag (#22407)	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManager.h Gui/EditModeCoinManagerParameters.cpp Gui/EditModeCoinManagerParameters.h Gui/Utils.h Gui/ViewProviderSketch.cpp
3321b13218	2025-07-29	Johannes Wuller	fix	0	0	open	8	n/a: no ExternalTypes property	Sketcher: Fix external geometry out-of-bounds vector access (#22181)	App/SketchObject.cpp
f73e863a02	2025-08-04	luzpaz	noise	0	0	n/a(uncompiled)	5		Fix various typos (#22836)	Gui/EditModeCoinManager.cpp
764b9cca0e	2025-07-27	Max Wilfinger	fix	0	0	open	22		Sketcher: Fix UI strings	Gui/Command.cpp Gui/SketcherSettings.ui Gui/TaskSketcherMessages.cpp Gui/TaskSketcherSolverAdvanced.cpp Gui/TaskSketcherSolverAdvanced.ui
7dbb67cbe8	2025-08-03	Bas Ruigrok	feature	0	0	n/a(uncompiled)	1		Sketcher: Add missing finishEditing() for points	Gui/EditModeGeometryCoinManager.cpp
2477b9a976	2025-07-27	Matthias Danner	fix	0	1	have(rev)	2		Fix crash on set constraints to virtual space Reverting fix for show only filtered constraints	Gui/TaskSketcherConstraints.cpp
ccb28af4a1	2025-07-26	paddle	feature	0	0	open	767		"Sketcher: Rename ""Solver messages"" to ""Sketch edit"". Add setting button to the solver message box. In which there're grid, snap and ordering widgets."	Gui/CMakeLists.txt Gui/Command.cpp Gui/Command.h Gui/TaskSketcherMessages.cpp Gui/TaskSketcherMessages.h Gui/TaskSketcherMessages.ui
35f151d99e	2025-07-26	paddle	refactor	0	0	open	335		Sketcher: Refactor TaskSketcherMessages to move most of the logic into Core to be reused by Assembly	Gui/CMakeLists.txt Gui/Command.cpp Gui/TaskSketcherMessages.cpp Gui/TaskSketcherMessages.h Gui/TaskSketcherMessages.ui Gui/ViewProviderSketch.cpp
78b4e4211c	2025-08-11	PaddleStroke	?	0	0	n/a(uncompiled)	146		Sketcher: Move root point to a SoSkipBoundingGroup (#22874)	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManagerParameters.h Gui/EditModeGeometryCoinConverter.cpp Gui/EditModeGeometryCoinManager.cpp
a7b501c95c	2025-08-14	Matthias Danner	feature	0	0	open	11		remove edit value option from non dimensional constraints	Gui/ViewProviderSketch.cpp
ed770bf849	2025-08-16	captain0xff	fix	0	0	open	6		Sketcher: fix cropping of some icons on hidpi screens	Gui/CommandConstraints.cpp Gui/EditModeConstraintCoinManager.cpp
569deff94d	2025-08-18	PaddleStroke	?	0	0	n/a(uncompiled)	8		Sketcher: Coinmanager: remove dpi (#22941)	Gui/EditModeCoinManager.cpp
1c67ab7be2	2025-08-18	Valentin Rusu	fix	0	0	open	4	have: null refSubShape skipped earlier	Fix segfault where DatumLine does not have a refSubSHape	App/SketchObject.cpp
fc463ee5d7	2025-08-20	PaddleStroke	?	0	0	n/a(uncompiled)	6		Sketcher: Revert DPI adjustment error #22941 (#23237)	Gui/EditModeCoinManager.cpp
9fc40b33de	2025-08-25	Max Wilfinger	noise	0	0	open	22		Fix source string mistakes reported on Crowdin (#23157)	Gui/CommandConstraints.cpp Gui/CommandSketcherBSpline.cpp Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandler.cpp Gui/DrawSketchHandlerBSpline.h Gui/SketcherSettingsAppearance.ui Gui/TaskSketcherValidation.cpp
19a082b63c	2025-08-25	matthiasdanner	fix	0	0	open	237		Sketcher: Fix constraint selection in groups (#22937)	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManager.h Gui/EditModeConstraintCoinManager.cpp Gui/EditModeConstraintCoinManager.h Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
9bff63e38d	2025-08-21	tetektoza	fix	0	0	open	4		Sketcher: Fix construction lines becoming solid after box selection	Gui/ViewProviderSketch.cpp
150e6c9b99	2025-08-25	PaddleStroke	fix	0	0	n/a(uncompiled)	4		Sketcher: fix constraint icon size (#22940)	Gui/EditModeCoinManager.cpp
e2346dabd6	2025-06-13	paddle	fix	0	0	open	412		Sketcher: Port and fix internal faces from RealThunder's branch	Gui/AppSketcherGui.cpp Gui/SketcherSettings.cpp Gui/SketcherSettings.ui Gui/SketcherSettingsAppearance.ui Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
9f04f5f371	2025-08-25	tetektoza	feature	0	0	open	11		Sketcher: Set total angle to make evaluation choose it when typing in OVP (#23193)	Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerRotate.h
8b9ad3b509	2025-08-26	PaddleStroke	fix	0	0	open	9		Sketcher: Circle DSH: move diameter constraint. Fix #22267 (#22862)	Gui/DrawSketchHandlerCircle.h
780c49b6f0	2025-08-09	Chris Hennes	refactor	0	0	open	1		Sketcher: Remove unused parameter from *ReferenceSelection	Gui/DrawSketchHandlerSplitting.h
3b76d77ed8	2025-08-29	tetektoza	feature	0	0	open	91		Sketcher: Introduce Select All (Ctrl + A) (#23289)	Gui/ViewProviderSketch.cpp
7b85239093	2025-08-31	tetektoza	refactor	0	0	open	59		Sketcher: Use different colors for touch/window selection (#23261)	Gui/CMakeLists.txt Gui/StyleParameters.h Gui/ViewProviderSketch.cpp
39329e547f	2025-08-09	Bas Ruigrok	?	0	0	open	13		Sketcher: Don't show the context menu after rubber band selection	Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
e469eb5ccb	2025-08-23	Bas Ruigrok	?	0	0	open	18		Sketcher: Cancel rubber band selection with RMB	Gui/ViewProviderSketch.cpp
66e099aedb	2025-09-01	tetektoza	fix	0	0	open	308		Merge pull request #23192 from tetektoza/fix/22253_fix_losing_expression_during_sketcher_tools_usage	Gui/CMakeLists.txt Gui/DrawSketchHandlerRotate.h Gui/DrawSketchHandlerScale.h Gui/DrawSketchHandlerTranslate.h Gui/SketcherTransformationExpressionHelper.cpp Gui/SketcherTransformationExpressionHelper.h
6d5800c862	2025-09-01	matthiasdanner	fix	0	0	n/a(uncompiled)	18		Sketcher: Fix Assertion Crash when selecting a Constraint in a group (#23491)	Gui/EditModeConstraintCoinManager.cpp
7c4131c4ef	2025-08-24	tetektoza	feature	0	0	open	8		Sketcher: Disable autoscale if new constraint value is below precision	Gui/DrawSketchHandlerScale.h
eef738b312	2025-09-02	George Peden	feature	0	0	open	114		Feature/sketcher constraint symbol size (#23366)	Gui/EditModeCoinManager.cpp Gui/SketcherSettings.cpp Gui/SketcherSettingsDisplay.ui
01b547912f	2025-09-02	Ladislav Michl	fix	1	0	open	2	taken 88c9baa853	Base: QuantityFormat: avoid storing formatting defaults	App/Constraint.cpp
eab485656f	2025-09-07	theo-vt	fix	0	0	open	377	partial d8d462426e: Gui Scale tool and EditDatumDialog halves are phase 3	Sketcher: fix invalid constraint on first dimension (#23024)	App/SketchAnalysis.cpp App/SketchObject.cpp App/SketchObject.h App/SketchObject.pyi App/SketchObjectPyImp.cpp Gui/CommandSketcherTools.cpp Gui/CommandSketcherTools.h Gui/DrawSketchHandlerScale.h Gui/EditDatumDialog.cpp
d9da6c8def	2025-09-07	luzpaz	noise	0	0	open	4		Fix various typos Found via codespell	App/SketchObject.h App/SketchObject.pyi
93db4c7d8a	2025-07-31	wmayer	?	0	0	open	26		CMake: Replace include_directories with target_include_directories	App/CMakeLists.txt Gui/CMakeLists.txt
dc22fb4b9b	2025-09-09	PaddleStroke	?	0	0	open	30		Sketcher: Constraint symbol size follow-up (#23590)	Gui/EditModeCoinManager.cpp Gui/SketcherSettings.cpp Gui/SketcherSettingsDisplay.ui
689740d3d3	2025-09-10	FEA-eng	feature	1	0	open	2		Sketcher: Remove redundant title case from task panel option of the Mirror tool (#23822)	Gui/DrawSketchHandlerSymmetry.h
23ea8ce37b	2025-09-10	George Peden	feature	0	0	open	19		Add U (rounded corners) and J (frame) keyboard shortcuts to rectangle hints	Gui/DrawSketchHandlerRectangle.h
d524b9ceef	2025-09-10	George Peden	feature	0	0	open	6		Add M (Mode) keyboard shortcut to arc slot hints	Gui/DrawSketchHandlerArcSlot.h
80290baaf6	2025-09-10	George Peden	feature	0	0	open	6		Add mode-aware keyboard shortcuts to B-spline hints	Gui/DrawSketchHandlerBSpline.h
343bd6c77c	2025-09-10	George Peden	feature	0	0	open	18		Add keyboard shortcuts to fillet/chamfer hints	Gui/DrawSketchHandlerFillet.h
ed444318e4	2025-09-10	George Peden	fix	0	0	open	16		Fix inconsistent keyboard shortcut hints in Rectangle tool	Gui/DrawSketchHandlerRectangle.h
749ac36615	2025-08-26	Markus Reitbock	noise	0	0	open	18		do not use precompiled header for setting global compiler definitions and to disable compiler warnings	App/CMakeLists.txt App/PreCompiled.h Gui/PreCompiled.h
34747719fb	2025-09-12	matthiasdanner	fix	0	0	open	164		Sketcher: Fix use after free Bug when commiting value with enter in OVP (#23853)	Gui/DrawSketchController.h Gui/DrawSketchDefaultHandler.h Gui/DrawSketchDefaultWidgetController.h Gui/DrawSketchHandlerArc.h Gui/DrawSketchHandlerArcSlot.h Gui/DrawSketchHandlerBSpline.h Gui/DrawSketchHandlerCircle.h Gui/DrawSketchHandlerEllipse.h Gui/DrawSketchHandlerLine.h Gui/DrawSketchHandlerOff
5d76be01e1	2025-09-12	matthiasdanner	fix	0	0	open	17		Sketcher: Fix Freeze in Offset with too large negative value (#23467)	Gui/DrawSketchHandlerOffset.h
547c97fc79	2025-09-12	PaddleStroke	fix	0	0	open	9		Sketcher: Fix arc double click bug (#23873)	Gui/DrawSketchHandlerArc.h
ee44d265c8	2025-09-12	PaddleStroke	fix	0	0	open	10		Sketcher: Bspline tool: prevent double click failure (#23872)	Gui/DrawSketchHandlerBSpline.h
95840a79d3	2025-09-06	Matthias Danner	fix	0	0	open	76		Sketcher: Fix Select all with BSplines and clean up selection logic	Gui/ViewProviderSketch.cpp
f2803283b8	2025-09-12	George Peden	fix	0	0	open	7		Fix B-spline keyboard focus issue (#23859) (#23860)	Gui/DrawSketchHandlerBSpline.h
061e185e7f	2025-09-12	PaddleStroke	fix	0	0	open	131		Sketcher: Fix ctrl A (#23866)	Gui/TaskSketcherConstraints.cpp Gui/TaskSketcherElements.cpp Gui/ViewProviderSketch.cpp
37b4560893	2025-09-13	PaddleStroke	fix	0	0	open	117		Sketcher: Coin resize when screen change. Fix #23267 (#23865)	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManager.h Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
57ee6870b4	2025-09-14	Roy-043	?	0	0	open	6		Sketcher: QInputDialog titles to Title Case (#23920)	Gui/Command.cpp
5b59d94d55	2025-09-14	Roy-043	?	0	0	open	2		Sketcher: Update text in prefs (Title Case related)	Gui/SketcherSettings.ui
4dbdd1031d	2025-09-14	Roy-043	?	1	0	open	2		"Sketcher change ""don't attach"" (#23924)"	Gui/Command.cpp
