# Upstream commits since a662fbb2ff touching src/Mod/PartDesign tests/src/Mod/PartDesign src/Gui/Inventor/Draggers src/Mod/Part/App/GizmoHelper, tip 3383e9119f.
# kind: subject-regex guess (fix/feature/refactor/noise/?). family: gizmo = touches the gizmo sources or says gizmo/dragger.
# fwd/rev: git apply --check against the branch at creation. status: have(rev)=reverse-applies, open.
# decision: taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	family	fwd	rev	status	lines	decision	subject	files
e38fe196d5	2025-07-02	theo-vt	feature		0	0	open	5		Allow open wires in Part::getProfileNormal	App/FeatureSketchBased.cpp
48785dfd0e	2025-02-13	wmayer	fix		0	0	open	67	adapted f94d1195bc (the null was in the messages here)	PD: Fix crash in Loft::getSectionShape	App/FeatureLoft.cpp
1af908409e	2025-07-19	Chris Hennes	noise	gizmo	0	0	open	14	have (f8b6a242f7)	Gui: Fix compiler warnings	src/Gui/Inventor/Draggers/SoLinearDragger.cpp src/Gui/Inventor/Draggers/SoRotationDragger.cpp
ca9ecfb517	2025-07-21	Pieter Hijma	feature		1	0	open	1		PartDesign: Add migration tag	App/FeatureHole.cpp
7481a5d8dd	2025-07-27	theo-vt	?		0	0	open	45		PartDesign: Hole: get direction from cylindrical surface rather than normal (#22393)	App/FeatureHole.cpp App/FeatureHole.h
9a5d934eab	2025-06-25	Ladislav Michl	fix		0	0	open	18	taken 6ebca6951f	PD: Fix loft between curved faces	App/FeatureLoft.cpp
123b3b066b	2025-01-27	Syres916	feature		0	0	open	181		Tests: Add test for two face loft	PartDesignTests/TestLoft.py
39c902c616	2025-07-25	Florian Foinant-Willig	fix		0	0	open	8	have (Fork has opt-in FixShape before the boolean (FeaturePipe.cpp:378))	Try to auto-fix any invalid generated helix	App/FeatureHelix.cpp
bee89d0447	2025-06-22	Max Wilfinger	noise		0	0	open	873		PartDesign: Update UI strings for consistency and correct for new fuctions and typos	App/AppPartDesign.cpp App/FeatureHole.cpp Gui/AppPartDesignGui.cpp Gui/Command.cpp Gui/CommandBody.cpp Gui/CommandPrimitive.cpp Gui/DlgActiveBody.ui Gui/FeaturePickDialog.cpp Gui/SketchWorkflow.cpp Gui/TaskBooleanParameters.cpp Gui/TaskBooleanParameters.ui Gui/TaskChamferParameters.ui Gui/TaskDatumParameters.cpp Gui/TaskDraftParameters.ui Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskFeaturePick.ui Gui/TaskFilletParameters.ui Gui/TaskHelixParameters.cpp Gui/TaskHelixParameters.ui Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui Gui/TaskLinearPatternParameters.ui Gui/TaskLoftParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPadParameters.cpp Gui/TaskPadPocketParameters.ui Gui/TaskPipeParameters.cpp Gui/TaskPipeParameters.ui Gui/TaskPocketParameters.cpp Gui/TaskPolarPatternParameters.ui Gui/TaskPrimitiveParameters.cpp Gui/TaskPrimitiveParameters.ui Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.ui Gui/TaskShapeBinder.cpp Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.ui Gui/TaskTransformedMessages.cpp Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.ui Gui/Utils.cpp Gui/ViewProvider.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderBoolean.cpp Gui/ViewProviderChamfer.cpp Gui/ViewProviderChamfer.h Gui/ViewProviderDatum.cpp Gui/ViewProviderDraft.cpp Gui/ViewProviderDraft.h Gui/ViewProviderDressUp.cpp Gui/ViewProviderFillet.cpp Gui/ViewProviderFillet.h Gui/ViewProviderGroove.cpp Gui/ViewProviderHelix.cpp Gui/ViewProviderHole.cpp Gui/ViewProviderLinearPattern.cpp Gui/ViewProviderLinearPattern.h Gui/ViewProviderLoft.cpp Gui/ViewProviderMirrored.cpp Gui/ViewProviderMirrored.h Gui/ViewProviderMultiTransform.cpp Gui/ViewProviderMultiTransform.h Gui/ViewProviderPad.cpp Gui/ViewProviderPipe.cpp Gui/ViewProviderPocket.cpp Gui/ViewProviderPolarPattern.cpp Gui/ViewProviderPolarPattern.h Gui/ViewProviderPrimitive.cpp Gui/ViewProviderRevolution.cpp Gui/ViewProviderScaled.cpp Gui/ViewProviderScaled.h Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderThickness.cpp Gui/ViewProviderThickness.h Gui/Workbench.cpp Gui/WorkflowManager.cpp InvoluteGearFeature.py InvoluteGearFeature.ui Scripts/Gear.py SprocketFeature.py SprocketFeature.ui WizardShaft/Shaft.py WizardShaft/WizardShaft.py WizardShaft/WizardShaftTable.py fcsprocket/fcsprocketdialog.py
18702dfd6a	2025-08-05	Ryan Kembrey	fix		0	1	have(rev)	2	have (Fork already passes "Mirrored" (Command.cpp:2227))	PartDesign: Fix regression in mirror	Gui/Command.cpp
38db306a84	2025-06-19	Kacper Donat	?		0	0	open	72		PartDesign: Return to previous feature after edit	Gui/ViewProvider.cpp Gui/ViewProvider.h Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
7f87d87f61	2024-10-13	Kacper Donat	feature		0	0	open	1108		PartDesign: Add transparent previews	App/Feature.cpp App/Feature.h App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureDressUp.cpp App/FeatureDressUp.h App/FeaturePrimitive.cpp Gui/AppPartDesignGui.cpp Gui/CMakeLists.txt Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskExtrudeParameters.cpp Gui/TaskFeatureParameters.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.ui Gui/TaskHoleParameters.cpp Gui/TaskLoftParameters.ui Gui/TaskPadPocketParameters.ui Gui/TaskPrimitiveParameters.cpp Gui/TaskPrimitiveParameters.h Gui/TaskRevolutionParameters.ui Gui/TaskSketchBasedParameters.cpp Gui/TaskSketchBasedParameters.h Gui/TaskThicknessParameters.cpp Gui/TaskTransformedParameters.ui Gui/ViewProvider.cpp Gui/ViewProvider.h Gui/ViewProviderAddSub.cpp Gui/ViewProviderAddSub.h Gui/ViewProviderDressUp.cpp Gui/ViewProviderDressUp.h Gui/ViewProviderHelix.cpp Gui/ViewProviderHelix.h Gui/ViewProviderHole.cpp Gui/ViewProviderHole.h Gui/ViewProviderLoft.cpp Gui/ViewProviderLoft.h Gui/ViewProviderPipe.cpp Gui/ViewProviderPipe.h Gui/ViewProviderPrimitive.cpp Gui/ViewProviderPrimitive.h Gui/ViewProviderSketchBased.h
6caceacb95	2025-06-20	Kacper Donat	feature		0	0	open	394		PartDesign: Add support for preview for transforms	App/FeatureMultiTransform.h App/FeatureTransformed.cpp App/FeatureTransformed.h Gui/TaskTransformedParameters.cpp Gui/ViewProvider.cpp Gui/ViewProviderMirrored.h Gui/ViewProviderTransformed.cpp Gui/ViewProviderTransformed.h
802af4c464	2025-07-06	Kacper Donat	feature		0	0	open	197		PartDesign: Add preview TaskBox to all feature task dialogs	App/FeatureTransformed.cpp App/FeatureTransformed.h Gui/CMakeLists.txt Gui/TaskChamferParameters.cpp Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPadParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPocketParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskPreviewParameters.ui Gui/TaskPrimitiveParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskThicknessParameters.cpp Gui/ViewProviderTransformed.cpp Gui/ViewProviderTransformed.h
a5c2ccaa87	2025-07-13	Alfredo Monclus	refactor		0	0	open	12		Gui: refactor: change Preview button label to Confirm Selection	Gui/TaskDressUpParameters.cpp
d2986cd99a	2025-07-13	Alfredo Monclus	?		0	0	open	15		PartDesign: disable final model while selecting on dressups (fillet/chamfer)	Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h
bdba939f9f	2025-08-11	Kacper Donat	feature		0	0	open	47		PartDesign: Implement preview for Draft	App/FeatureDraft.cpp Gui/TaskDraftParameters.cpp
ce9da36314	2025-08-12	luzpaz	noise		0	0	open	2		Fix various typos	Gui/CommandBody.cpp
6bbb4458c9	2025-08-10	Kacper Donat	?		0	0	open	83		PartDesign: Use Style Parameters for theming previews	Gui/CMakeLists.txt Gui/StyleParameters.h Gui/ViewProvider.cpp Gui/ViewProviderDressUp.cpp
cf162dee3e	2025-08-14	theo-vt	?		0	0	open	2		PartDesign: Hole use the default PartDesign context menu items	Gui/ViewProviderHole.cpp
af83b6883e	2025-08-14	theo-vt	?		0	0	open	8		PartDesign: Hole: fallback to getProfileNormal when a non-cylindrical surface is used	App/FeatureHole.cpp
51f4ad7432	2025-08-17	Benjamin Nauck	?		0	0	open	26		PartDesign: Use sketch as neutral plane for Draft (continuation of 20135) (#21901)	App/FeatureDraft.cpp Gui/ReferenceSelection.cpp
84afc15c91	2025-08-09	Max Wilfinger	feature		0	0	open	2		PartDesign: Enable compounds for PD bodies	App/Body.cpp
3fb61d0c90	2025-08-18	Roy-043	?		1	0	open	2		Update CommandBody.cpp	Gui/CommandBody.cpp
f176172faa	2025-08-19	marioalexis	?		0	0	open	17		PartDesign: Remove use of user parameters from Body constructor	App/Body.cpp Gui/CommandBody.cpp
b7c233b94e	2025-08-22	FEA-eng	?		0	0	open	43		PartDesign: Update error message about multiple solids (#23286)	App/FeatureBoolean.cpp App/FeatureChamfer.cpp App/FeatureDraft.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureHole.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp App/FeatureRevolution.cpp App/FeatureTransformed.cpp
dc489914d2	2025-08-22	FEA-eng	noise		0	0	open	5		PartDesign: Fix small typo in multiple solids error (#23299)	App/FeatureChamfer.cpp
cfa6ee8d2c	2025-08-13	Kacper Donat	?		0	0	open	10		PartDesign: Properly forward BaseFeature transform edit requests to Body	Gui/ViewProviderBase.cpp Gui/ViewProviderBase.h
be3b9edd33	2025-08-13	Kacper Donat	?		0	1	have(rev)	2		PartDesign: Do not copy visuals from ShapeBinder	App/ShapeBinder.h
cf951bae6b	2025-08-14	Kacper Donat	?		0	0	open	104		PartDesign: Unify deletion behavior	Gui/ViewProvider.cpp Gui/ViewProvider.h Gui/ViewProviderHelix.cpp Gui/ViewProviderHelix.h Gui/ViewProviderHole.cpp Gui/ViewProviderHole.h Gui/ViewProviderLoft.cpp Gui/ViewProviderLoft.h Gui/ViewProviderPipe.cpp Gui/ViewProviderPipe.h Gui/ViewProviderSketchBased.cpp Gui/ViewProviderSketchBased.h
b57f4709ba	2025-08-14	Kacper Donat	fix		0	0	open	8	have (ViewProviderHole.cpp:54-56)	PartDesign: Prevent Hole from claiming other features as children	Gui/ViewProviderHole.cpp
9fc40b33de	2025-08-25	Max Wilfinger	fix		0	0	open	6	n/a (Strings do not exist in the fork)	Fix source string mistakes reported on Crowdin (#23157)	App/FeaturePipe.cpp Gui/Command.cpp Gui/TaskRevolutionParameters.ui
04e9baf533	2025-08-25	Max Wilfinger	fix		0	0	open	56	declined (UI/tooltip wording only (Crowdin churn))	Fix UI strings reported on Crowdin (#23297)	App/FeaturePrimitive.cpp Gui/CommandBody.cpp Gui/DlgActiveBody.ui Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHelixParameters.ui Gui/TaskPrimitiveParameters.ui Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.ui Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp Gui/Utils.cpp
eebb7f7829	2025-05-15	wmayer	?		0	0	open	2		PD: Increase the tolerance to check for planar surfaces	Gui/SketchWorkflow.cpp
89eddb4138	2025-07-09	paddle	refactor		0	0	open	162		Gui: Move ComboLink from PartDesign to Gui.	Gui/TaskLinearPatternParameters.h Gui/TaskMirroredParameters.h Gui/TaskPolarPatternParameters.h Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h
9535371265	2025-07-09	paddle	refactor		0	0	open	40		PartDesign: Rename Transformed::Mode enum	App/FeatureTransformed.cpp App/FeatureTransformed.h Gui/Command.cpp Gui/TaskTransformedParameters.cpp
9d12c0c7c6	2025-07-09	paddle	noise		0	0	open	3		PartDesign: Remove unnecessary warning.	App/FeatureTransformed.cpp
5fa7fe5117	2025-07-09	paddle	noise		0	0	open	26		PartDesign: Remove message taskbox and use regular warnings instead.	Gui/TaskTransformedParameters.cpp Gui/ViewProviderTransformed.cpp
a346c266e7	2025-08-25	PaddleStroke	?		0	0	open	2792		PartDesign: Extrude 2 sides (#21794)	App/FeatureExtrude.cpp App/FeatureExtrude.h App/FeaturePad.cpp App/FeaturePad.h App/FeaturePocket.cpp App/FeatureSketchBased.cpp App/FeatureSketchBased.h Gui/TaskExtrudeParameters.cpp Gui/TaskExtrudeParameters.h Gui/TaskPadParameters.cpp Gui/TaskPadParameters.h Gui/TaskPadPocketParameters.ui Gui/TaskPocketParameters.cpp Gui/TaskPocketParameters.h Gui/TaskRevolutionParameters.cpp Gui/TaskSketchBasedParameters.cpp Gui/TaskSketchBasedParameters.h PartDesignTests/TestPad.py tests/src/Mod/PartDesign/App/Pad.cpp
5d2037c820	2025-08-10	PaddleStroke	?		0	0	open	2424		PartDesign: Transform rework	App/FeatureLinearPattern.cpp App/FeatureLinearPattern.h App/FeaturePolarPattern.cpp App/FeaturePolarPattern.h Gui/CMakeLists.txt Gui/Command.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskLinearPatternParameters.ui Gui/TaskMirroredParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPatternParameters.cpp Gui/TaskPatternParameters.h Gui/TaskPatternParameters.ui Gui/TaskPolarPatternParameters.cpp Gui/TaskPolarPatternParameters.h Gui/TaskPolarPatternParameters.ui Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/ViewProviderLinearPattern.cpp Gui/ViewProviderPolarPattern.cpp
8b7290e91a	2025-08-26	paddle	?		0	0	open	181		PartDesign: Patterns: Tooltips.	App/FeatureLinearPattern.cpp App/FeaturePolarPattern.cpp
0bf22ffca8	2025-08-27	FEA-eng	?		0	0	open	8		PartDesign: Update missed error message about multiple solids (#23392)	App/FeatureExtrude.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp
94e978439c	2025-08-25	Kacper Donat	?		0	0	open	4		Gui: Do not compute preview while restoring	Gui/ViewProviderTransformed.cpp
9cae60a70f	2025-08-28	Max Wilfinger	?		1	0	open	10		Update UI strings from Crowdin reports for consistency	App/FeaturePrimitive.cpp Gui/TaskPrimitiveParameters.ui
acf9827891	2025-08-09	Chris Hennes	refactor		0	0	open	4		PD: Remove unused parameter from *ReferenceSelection	Gui/TaskSketchBasedParameters.cpp
7d3dd2605f	2025-08-29	PaddleStroke	fix		0	0	open	51	deferred (Upstream SideType refactor)	PartDesign: Fix symmetric regression & LengthAlongSketchNormal (#23418)	App/FeatureExtrude.cpp App/FeatureExtrude.h Gui/TaskExtrudeParameters.cpp
e55e7f75d2	2025-08-28	wwmayer	fix		0	0	open	6	adapted 03565a4e89 (makESolid kept for shells)	PD: Fix creation of pad from base feature	App/Feature.cpp App/FeatureBase.cpp
d35e5613cf	2025-08-29	marioalexis	noise		0	0	open	1		Part: Remove PartDesign header	Gui/ViewProvider.cpp
6e896b1248	2025-06-11	captain0xff	feature	gizmo	0	0	open	3328	adapted 984e714b32 a56e0777da 4394ef2827	PartDesign: add interactive gizmos	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h src/Gui/Inventor/Draggers/GizmoHelper.h src/Gui/Inventor/Draggers/SoLinearDragger.cpp src/Gui/Inventor/Draggers/SoLinearDragger.h src/Gui/Inventor/Draggers/SoLinearDraggerGeometry.cpp src/Gui/Inventor/Draggers/SoLinearDraggerGeometry.h src/Gui/Inventor/Draggers/SoRotationDragger.cpp src/Gui/Inventor/Draggers/SoRotationDragger.h src/Gui/Inventor/Draggers/SoRotationDraggerGeometry.cpp src/Gui/Inventor/Draggers/SoRotationDraggerGeometry.h src/Gui/Inventor/Draggers/SoTransformDragger.cpp src/Gui/Inventor/Draggers/SoTransformDragger.h App/FeatureHole.h App/FeatureRevolution.cpp Gui/TaskChamferParameters.cpp Gui/TaskChamferParameters.h Gui/TaskDraftParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskExtrudeParameters.h Gui/TaskFeatureParameters.h Gui/TaskFilletParameters.cpp Gui/TaskFilletParameters.h Gui/TaskHelixParameters.cpp Gui/TaskHelixParameters.h Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.h Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.h Gui/ViewProvider.cpp
25a94705bd	2025-08-30	luzpaz	noise		0	0	open	2		PartDesign: remove trailing whitespace Removed from src/Mod/PartDesign/App/FeatureExtrude.cpp	App/FeatureExtrude.cpp
18792297f6	2025-08-12	Kacper Donat	feature		0	0	open	273		PartDesign: Implement preview for Booleans	App/FeatureBoolean.cpp App/FeatureBoolean.h Gui/StyleParameters.h Gui/TaskBooleanParameters.cpp Gui/TaskBooleanParameters.h Gui/ViewProviderBoolean.cpp Gui/ViewProviderBoolean.h
edad41c245	2025-08-13	Kacper Donat	?		0	0	open	33		PartDesign: Change preview parameter to opacity from transparency	Gui/StyleParameters.h Gui/ViewProvider.cpp Gui/ViewProviderBoolean.cpp Gui/ViewProviderDressUp.cpp
98ad0e9fd8	2025-08-29	PaddleStroke	feature		0	0	open	2		PartDesign: TaskExtrudeParameters improve ui by letting line visible	Gui/TaskExtrudeParameters.cpp
f51e1eeb22	2025-09-01	PaddleStroke	feature		0	0	open	37		PartDesign: Enable selecting a sketch as base plane of another sketch (#23428)	Gui/SketchWorkflow.cpp Gui/SketchWorkflow.h
767c3f1f67	2025-08-30	Kacper Donat	?		0	0	open	100		PartDesign: Highlight profile for profile based features	Gui/StyleParameters.h Gui/ViewProviderSketchBased.cpp Gui/ViewProviderSketchBased.h
c01b12044a	2025-09-01	drwho495	fix		0	0	open	53	have (generateRevolution takes TopoShape (FeatureRevolution.h:98-99))	PartDesign: Fix revolution's Toponaming support (#23342)	App/FeatureRevolution.cpp PartDesignTests/TestTopologicalNamingProblem.py
37100c6179	2025-09-01	captain0xff	fix	gizmo	0	0	open	17	taken 984e714b32 (file take); panel half in a56e0777da	PartDesign: fix draggers for chamfer with two dimensions	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h
afdeacee05	2025-09-02	captain0xff	?	gizmo	0	0	open	3	taken 984e714b32 (file take)	PartDesign: set the linear dragger increment based on the zoom level	src/Gui/Inventor/Draggers/Gizmo.cpp
a9065a33c5	2025-09-02	PaddleStroke	?		0	0	open	2		Syntax error	Gui/SketchWorkflow.cpp
599d82488d	2025-09-03	captain0xff	fix	gizmo	0	0	open	12	adapted 4394ef2827	PartDesign: fix the draggers for pad type and hole	Gui/TaskExtrudeParameters.cpp Gui/TaskHoleParameters.cpp
0f07a936d9	2025-09-04	PaddleStroke	?		0	0	open	9		PartDesign: Polar pattern: Spacings off by one.	App/FeaturePolarPattern.cpp
b9efb481a2	2025-09-04	FEA-eng	noise		0	0	open	30		PartDesign: Correct typo in multiple solids error (#23642)	App/FeatureBoolean.cpp App/FeatureChamfer.cpp App/FeatureDraft.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureHole.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp App/FeatureRevolution.cpp
09128636ad	2025-09-04	PaddleStroke	fix		0	0	open	6	deferred (Upstream unified TaskPatternParameters)	PartDesign: Fix pattern Add/remove buttons #23626	Gui/TaskPatternParameters.cpp
5fbe1b66a8	2025-09-07	Kacper Donat	feature		0	0	open	24		Gui: Add handling for BaseFeatures outside of Body edge case	Gui/ViewProviderBase.cpp Gui/ViewProviderBase.h
288255f074	2025-09-07	Kacper Donat	feature		0	0	open	11		Gui: Disallow dragging features outside of body	Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
f0d43b0ca9	2025-08-25	Kacper Donat	?		0	0	open	301		PartDesign: Reorder fields in Hole dialog	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui
7e57b6e7b0	2025-09-08	PaddleStroke	fix		0	0	open	16	deferred (Upstream's two-direction LinearPattern (Direction2/Occurrences2) and src/Gui/...)	PartDesign: FeatureLinearPattern fix Axis-Y not working (#23637)	App/FeatureLinearPattern.cpp
93db4c7d8a	2025-07-31	wmayer	noise		0	0	open	29		CMake: Replace include_directories with target_include_directories	App/CMakeLists.txt Gui/CMakeLists.txt
b1a37aebbb	2025-07-31	wmayer	refactor		0	0	open	2		CMake: Replace link_directories with target_link_directories	App/CMakeLists.txt
341f352864	2025-09-05	captain0xff	feature	gizmo	0	0	open	98	taken 984e714b32 (file take)	Gui: add theming abilities to interactive gizmos	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h src/Gui/Inventor/Draggers/GizmoStyleParameters.h src/Gui/Inventor/Draggers/SoLinearDraggerGeometry.cpp
b942275957	2025-08-25	Kacper Donat	?		0	0	open	43		Gui: Make datum planes bigger	Gui/SketchWorkflow.cpp Gui/TaskFeaturePick.cpp
02479a1528	2025-09-09	PaddleStroke	fix		0	0	open	14	deferred (Upstream Symmetric side mode)	PartDesign: FeatureExtrude fix symmetric + custom dir	App/FeatureExtrude.cpp
aef10a1bc8	2025-09-10	PaddleStroke	fix		0	0	open	18	deferred (Needs upstream a346c266e7 (Extrude 2 sides))	PartDesign: Extrude: Fix twoLength/uptoshape broken (#23812)	App/FeatureExtrude.cpp App/FeaturePad.cpp App/FeaturePocket.cpp PartDesignTests/TestPad.py
d5929bcdbf	2025-09-11	PaddleStroke	fix		0	0	open	4	have (PlaneFinder constructed after createBodyOrThrow)	PartDesign: NewSketch: fix crash when no body	Gui/SketchWorkflow.cpp
603e0bc6e5	2025-09-10	captain0xff	feature	gizmo	0	0	open	21	taken 984e714b32 (file take)	Gui: update gizmo state based on new property	src/Gui/Inventor/Draggers/Gizmo.cpp Gui/TaskChamferParameters.cpp
749ac36615	2025-08-26	Markus Reitbock	noise		0	0	open	19		do not use precompiled header for setting global compiler definitions and to disable compiler warnings	App/CMakeLists.txt App/PreCompiled.h Gui/PreCompiled.h
37de4ce264	2025-09-12	PaddleStroke	?		0	0	open	1		PartDesign: remove duplicate scale during sketch creation with attach task	Gui/SketchWorkflow.cpp
6ef07bb358	2025-09-13	Markus Reitbock	noise	gizmo	0	0	open	25	n/a (build system)	Gui: use CMake to generate precompiled headers on all platforms	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/SoLinearDragger.cpp src/Gui/Inventor/Draggers/SoLinearDraggerGeometry.cpp src/Gui/Inventor/Draggers/SoPlanarDragger.cpp src/Gui/Inventor/Draggers/SoRotationDragger.cpp src/Gui/Inventor/Draggers/SoRotationDraggerGeometry.cpp src/Gui/Inventor/Draggers/SoTransformDragger.cpp
2cab5e7b64	2025-09-16	captain0xff	refactor	gizmo	0	0	open	48	adapted 984e714b32 (attach through ViewerContext)	Gui: refactor gizmo attachment code	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h Gui/TaskChamferParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskThicknessParameters.cpp
f31bd4a1c0	2025-09-18	jffmichi	fix		0	0	open	6	deferred (Upstream's new sketch-plane highlight flow)	PartDesign: fix crash when creating new sketch	Gui/SketchWorkflow.cpp
5be668b696	2025-09-20	captain0xff	fix	gizmo	0	0	open	9	taken 984e714b32 (file take)	Gui: fix a lifetime issue with the draggers	src/Gui/Inventor/Draggers/Gizmo.cpp src/Gui/Inventor/Draggers/Gizmo.h
7a672a3207	2025-09-22	theo-vt	?		0	0	open	3		PartDesign: Hole: Print error when no axis was found (#23659)	App/FeatureHole.cpp
7faf899b8d	2025-09-05	Alfredo Monclus	fix		0	0	open	1	taken e762e7afb5	PD: fix hole thread depth being reset when changing to through all	App/FeatureHole.cpp
0dc6cbd16f	2025-09-05	Alfredo Monclus	?		0	0	open	32		PD: hole prefer finding closest diameter if pitch is 0	App/FeatureHole.cpp
1b799ad355	2025-09-06	Andre Althaus	fix		0	0	open	37	adapted 9c24f322a6 (placement mode; and Linear's dead test)	PartDesign: Fix mirror Add/remove buttons	Gui/TaskMirroredParameters.cpp
aeddcaec27	2025-09-08	xtemp09	refactor		0	0	open	173		Remove unused file	Gui/FeaturePickDialog.cpp
c3805ecf4a	2025-09-21	Markus Reitbock	noise		0	0	open	10		fix duplicate include guards in precompiled headers	App/PreCompiled.h Gui/PreCompiled.h
c3707cc4a5	2025-09-15	PaddleStroke	feature		0	0	open	7		PartDesign: Enable child reorder	Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
